dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
621,"00:49:14,976 --> 00:49:18,382
","My job is to deliver Maui
across the great ocean.

",0.241765,0.421163,0.173406,0.193541,0.026552,0.231237,0.216571,0.646266,0.898324,0.793683,0.0,0.0,0.0
622,"00:49:18,690 --> 00:49:19,690
","I should...

",0.219844,0.142127,0.243408,0.203664,0.300787,0.343599,0.27487,0.606212,0.443644,0.273159,0.0,0.0,0.0
623,"00:49:20,849 --> 00:49:25,271
","- I should be sailing.
- It's called ""Way Finding"", princess.

",0.073134,0.462261,0.066026,0.200834,0.28578,0.881816,0.112615,0.774038,0.266664,0.114731,0.912808,0.0,0.0
624,"00:49:25,619 --> 00:49:30,400
","And such as sails and nuts.
It seeing where you going in your mind.

",0.195519,0.282325,0.285344,0.085716,0.218477,0.793973,0.601944,0.917308,0.98907,0.308172,0.0,0.0,0.0
625,"00:49:30,492 --> 00:49:34,397
","Knowing where you are
by knowing where you been.

",0.136484,0.407519,0.16594,0.123597,0.234258,0.561069,0.460165,0.884508,0.581448,0.387831,0.978091,0.0,0.0
626,"00:49:34,413 --> 00:49:37,143
","Okay, first, i'm not a princess.

",0.377667,0.422936,0.131878,0.071572,0.069413,0.475373,0.271174,0.646924,0.469975,0.34978,0.0,0.0,0.0
627,"00:49:37,270 --> 00:49:39,079
","- I'm the daughter of the chief.
- Same difference.

",0.644742,0.146703,0.120637,0.075045,0.071441,0.889223,0.04706,0.625067,0.599744,0.200668,0.908592,0.0,0.0
628,"00:49:39,103 --> 00:49:40,872
","- No!
- If you're well dressed...

",0.360139,0.274364,0.171224,0.093914,0.167029,0.071483,0.123481,0.610838,0.491917,0.314951,0.0,0.0,0.0
629,"00:49:40,897 --> 00:49:42,666
","...And you've an animal side kick.

",0.219962,0.086687,0.115188,0.462663,0.195027,0.743324,0.179143,0.488504,0.480071,0.106914,0.182902,0.0,0.0
630,"00:49:42,714 --> 00:49:43,781
","You're a princess!

",0.162582,0.73381,0.024321,0.071532,0.078817,0.393703,0.27234,0.603064,0.567519,0.342491,0.0,0.0,0.0
631,"00:49:44,087 --> 00:49:46,992
","You're not a way finder,
You'll never be a way finder...

",0.447015,0.276045,0.159674,0.076431,0.170445,0.161818,0.06192,0.501383,0.456559,0.702202,0.316703,0.0,0.922197
632,"00:49:47,055 --> 00:49:48,801
","You'll never be a way...

",0.521448,0.226408,0.177256,0.067763,0.106272,0.078905,0.291695,0.67121,0.373071,0.508152,0.0,0.0,0.0
633,"00:49:54,095 --> 00:49:56,586
","Really?

",0.0,0.0,0.0,0.0,0.0,0.16832,0.273097,0.60158,0.514979,0.101035,0.982476,0.0,0.0
634,"00:50:01,633 --> 00:50:04,530
","You are a bad person.

",0.437829,0.220329,0.042413,0.215414,0.184249,0.415075,0.13585,0.558778,0.640725,0.077338,0.0,0.0,0.0
635,"00:50:04,570 --> 00:50:08,465
","If you can talk, you can teach.
Way finding. Uhh...

",0.110036,0.568229,0.096302,0.158006,0.138202,0.145652,0.333427,0.705514,0.503058,0.448485,0.0,0.0,0.932568
636,"00:50:08,689 --> 00:50:10,736
","Lesson one, hit it!

",0.172171,0.405618,0.200642,0.126434,0.16802,0.093584,0.311736,0.428618,0.192333,0.711043,0.920855,0.0,0.0
637,"00:50:13,117 --> 00:50:14,291
","Hold the sheets.

",0.212727,0.412626,0.186241,0.160901,0.089903,0.473099,0.277161,0.594084,0.510196,0.398182,0.0,0.0,0.0
638,"00:50:15,038 --> 00:50:16,105
","Not, the sheets!

",0.174577,0.114334,0.258994,0.317797,0.198417,0.635748,0.294817,0.553415,0.410567,0.54442,0.0,0.0,0.0
639,"00:50:16,713 --> 00:50:17,713
","No!

",0.0,0.0,0.0,0.0,0.0,0.286025,0.274434,0.599483,0.543325,0.291319,0.0,0.0,0.0
640,"00:50:17,855 --> 00:50:18,855
","Nope!

",0.0,0.0,0.0,0.0,0.0,0.270981,0.27445,0.599488,0.543005,0.298212,0.0,0.0,0.0
641,"00:50:18,998 --> 00:50:21,268
","Nope! No!

",0.255257,0.512793,0.095106,0.105915,0.079101,0.234712,0.27458,0.599224,0.541375,0.314648,0.0,0.0,0.0
642,"00:50:22,141 --> 00:50:24,086
","Tryed that one already.

",0.563552,0.099084,0.18267,0.097821,0.119816,0.112514,0.210377,0.362085,0.034419,0.275176,0.0,0.0,0.0
643,"00:50:27,236 --> 00:50:30,973
","You measuring the stars,
not giving the sky a high five.

",0.189278,0.167845,0.493934,0.162383,0.057127,0.728815,0.207025,0.367141,0.632739,0.917968,0.0,0.0,0.0
644,"00:50:32,348 --> 00:50:35,000
","If the currents warm,
you're going the right way.

",0.297204,0.504165,0.082603,0.109238,0.085272,0.290069,0.090439,0.522327,0.743888,0.459291,0.0,0.0,0.0
645,"00:50:37,261 --> 00:50:38,261
","It's cold.

",0.584576,0.246981,0.045198,0.146118,0.037932,0.275831,0.274478,0.599173,0.539412,0.273716,0.0,0.0,0.0
646,"00:50:38,721 --> 00:50:40,736
","Wait! It's getting warmer.

",0.197169,0.45555,0.105594,0.257326,0.043939,0.068543,0.276228,0.578779,0.475102,0.185972,0.0,0.0,0.0
647,"00:50:41,638 --> 00:50:44,210
","Argh! That's disgusting!

",0.024162,0.016916,0.037313,0.18424,0.807432,0.105893,0.272583,0.594428,0.522891,0.084187,0.0,0.0,0.0
648,"00:50:44,400 --> 00:50:45,933
","What's wrong with you?!

",0.319072,0.210941,0.067439,0.100161,0.390474,0.491068,0.357489,0.689532,0.823004,0.708533,0.0,0.0,0.0
649,"00:51:02,402 --> 00:51:03,402
","We're here?

",0.263902,0.591969,0.108382,0.066642,0.027009,0.554755,0.287332,0.621522,0.564683,0.38073,0.0,0.0,0.0
650,"00:51:04,331 --> 00:51:06,338
","See? Told you i can do it!

",0.255285,0.295747,0.136518,0.262718,0.147481,0.1053,0.861584,0.93105,0.2688,0.787532,0.0,0.0,0.0
651,"00:51:15,269 --> 00:51:16,427
","Matunui?

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
652,"00:51:17,649 --> 00:51:18,832
","I'm home?

",0.264961,0.608935,0.062497,0.08156,0.029986,0.123283,0.274202,0.59942,0.542439,0.235484,0.0,0.0,0.0
653,"00:51:22,752 --> 00:51:23,752
","Moana!

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
654,"00:51:23,863 --> 00:51:24,863
","Dad?

",0.0,0.0,0.0,0.0,0.0,0.221445,0.27443,0.599484,0.543371,0.288129,0.0,0.0,0.0
655,"00:51:25,260 --> 00:51:27,141
","Moana!

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
656,"00:51:27,292 --> 00:51:28,292
","Mom?

",0.0,0.0,0.0,0.0,0.0,0.266162,0.274434,0.599484,0.543369,0.294382,0.0,0.0,0.0
657,"00:51:29,776 --> 00:51:30,918
","Help!

",0.0,0.9,0.0,0.0,0.0,0.32042,0.274491,0.599563,0.543858,0.291594,0.0,0.0,0.0
658,"00:51:32,831 --> 00:51:33,831
","No!

",0.0,0.0,0.0,0.0,0.0,0.286025,0.274434,0.599483,0.543325,0.291319,0.0,0.0,0.0
659,"00:51:34,149 --> 00:51:35,149
","Moana!

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
660,"00:51:38,261 --> 00:51:39,731
","Enjoy your beauty rest?

",0.077361,0.837437,0.010648,0.082272,0.025131,0.276949,0.284573,0.620977,0.576704,0.491665,0.30971,0.0,0.0
661,"00:51:40,181 --> 00:51:42,863
","You know, a real way finder
never sleeps.

",0.151724,0.287385,0.475141,0.056497,0.105443,0.004975,0.087377,0.394681,0.336067,0.640288,0.98751,0.0,0.986725
662,"00:51:42,912 --> 00:51:45,673
","So, they're actualy get where
they need to go.

",0.441363,0.107083,0.182083,0.187221,0.158104,0.005732,0.17352,0.566444,0.223677,0.090244,0.643758,0.0,0.983213
663,"00:51:46,349 --> 00:51:49,507
","Bustle up, butter cop!
We're here.

",0.254617,0.60212,0.103491,0.036479,0.059714,0.87569,0.282459,0.684097,0.660483,0.53638,0.0,0.0,0.0
664,"00:51:51,372 --> 00:51:53,665
","You sure these guys
gonna have your hook?

",0.291198,0.229323,0.16363,0.174623,0.23505,0.603753,0.694676,0.900593,0.966588,0.956914,0.0,0.0,0.986725
665,"00:51:53,713 --> 00:51:56,015
","Tamatoa all he have it.

",0.337568,0.298373,0.083071,0.185859,0.178267,0.509761,0.752922,0.480552,0.050961,0.642009,0.0,0.0,0.961633
666,"00:51:56,277 --> 00:51:59,760
","He's a scavenger, collect stuff,
things he think it looks cool.

",0.169494,0.375623,0.163774,0.05599,0.311941,0.569929,0.034118,0.401756,0.059208,0.169044,0.0,0.0,0.0
667,"00:52:01,619 --> 00:52:06,676
","And for Tamatoa, trust me.
My hook is the coolest collective.

",0.111841,0.439585,0.097753,0.404795,0.02891,0.958731,0.474542,0.697717,0.983826,0.447551,0.0,0.0,0.0
668,"00:52:06,762 --> 00:52:09,120
","And he leaves up... there?

",0.7738,0.03372,0.066891,0.161366,0.086909,0.592811,0.371982,0.575261,0.484823,0.357014,0.0,0.0,0.0
669,"00:52:11,802 --> 00:52:15,332
","No, that's just the entrance.
To umm...

",0.498559,0.129979,0.166903,0.165297,0.134614,0.136779,0.23288,0.515266,0.31984,0.870081,0.0,0.991679,0.0
670,"00:52:15,651 --> 00:52:17,976
","- Realm of Monsters.
- Realm of Monsters?

",0.08003,0.050642,0.433412,0.132916,0.419582,0.470866,0.129919,0.603,0.434325,0.163214,0.802429,0.0,0.0
671,"00:52:18,080 --> 00:52:19,572
","Realm of Monsters?

",0.085352,0.06684,0.381171,0.142208,0.436616,0.537831,0.274679,0.5983,0.53407,0.248448,0.620279,0.0,0.0
672,"00:52:20,524 --> 00:52:22,405
","We're going to Realm of Monsters?

",0.204753,0.266715,0.392606,0.126658,0.093358,0.769463,0.237266,0.445568,0.220421,0.100158,0.0,0.0,0.0
673,"00:52:22,730 --> 00:52:25,095
","We? No! Me!

",0.516441,0.096832,0.371718,0.065097,0.010655,0.263871,0.277499,0.598537,0.546814,0.272717,0.0,0.0,0.0
674,"00:52:25,199 --> 00:52:28,492
","You're gonna stay here
with the other chicken. Backya!

",0.325086,0.312408,0.154855,0.054618,0.208802,0.711994,0.287915,0.818851,0.958994,0.426842,0.0,0.0,0.0
675,"00:52:30,278 --> 00:52:32,373
","That's what i'm talkin' about.
Gimme some!

",0.590079,0.195858,0.108359,0.072652,0.133897,0.733198,0.15166,0.586242,0.417022,0.157535,0.0,0.997591,0.0
676,"00:52:33,326 --> 00:52:35,746
","Come on! That was a good one!
How'd you not get it?

",0.388833,0.388066,0.067004,0.145614,0.088647,0.159651,0.733713,0.839596,0.610312,0.972306,0.924432,0.0,0.0
677,"00:52:35,786 --> 00:52:37,921
","I called her a chicken.
There's a chicken on the boat.

",0.411042,0.092544,0.212229,0.024769,0.339125,0.774117,0.062049,0.52249,0.336061,0.498776,0.0,0.0,0.0
678,"00:52:38,246 --> 00:52:41,425
","I know she's human. But that's not a...
You know what? Forget it!

",0.716377,0.072475,0.091735,0.1012,0.1391,0.33169,0.295443,0.717616,0.00525,0.37729,0.980333,0.0,0.0
679,"00:52:41,532 --> 00:52:43,230
","I'm not explaining it to you.

",0.458758,0.230016,0.184098,0.140779,0.052558,0.154068,0.281602,0.680912,0.259542,0.173538,0.842108,0.0,0.0
680,"00:52:43,278 --> 00:52:45,207
","'Cause that is not funny.

",0.590045,0.153499,0.061237,0.245375,0.026363,0.870019,0.278818,0.544038,0.375091,0.203625,0.0,0.0,0.849827
681,"00:52:58,648 --> 00:53:02,537
","So, daughter of the chief.
I thought you stayed in the village.

",0.36542,0.38176,0.145444,0.05068,0.130128,0.361424,0.076162,0.75336,0.503874,0.520188,0.802429,0.865388,0.0
682,"00:53:02,585 --> 00:53:04,490
","You know, kiss some babies and things.

",0.118904,0.751375,0.064271,0.063849,0.050341,0.620557,0.731115,0.928047,0.82696,0.225833,0.801827,0.91961,0.0
683,"00:53:05,307 --> 00:53:09,458
","Hey, i'm just tryin' to understand
why your people decided to send...

",0.42421,0.043223,0.037677,0.381332,0.228159,0.005036,0.091238,0.572836,0.349092,0.042786,0.98445,0.0,0.0
684,"00:53:09,505 --> 00:53:12,045
","...A horrible princess.
You!

",0.303387,0.233419,0.038667,0.113128,0.358791,0.298204,0.112288,0.628002,0.554352,0.097403,0.0,0.0,0.0
685,"00:53:12,117 --> 00:53:15,348
","My people? Didn't send me.

",0.585389,0.036501,0.064235,0.326588,0.099776,0.024736,0.169853,0.544626,0.446289,0.023912,0.0,0.0,0.0
686,"00:53:15,593 --> 00:53:16,704
","The ocean did.

",0.208616,0.492288,0.116912,0.149902,0.089866,0.493094,0.278748,0.577084,0.572145,0.696335,0.0,0.0,0.0
687,"00:53:17,022 --> 00:53:19,069
","The ocean? Make sense!

",0.064353,0.335727,0.292419,0.301983,0.071681,0.62704,0.093381,0.565065,0.467354,0.370656,0.0,0.0,0.0
688,"00:53:19,244 --> 00:53:22,643
","Your what? Age? Can't sail?
Obvious choice.

",0.467937,0.205319,0.193854,0.153499,0.056979,0.286055,0.10278,0.482192,0.440473,0.194012,0.931994,0.975886,0.0
689,"00:53:22,720 --> 00:53:26,088
","It choose me, for a reason.

",0.035881,0.600541,0.273703,0.09012,0.080503,0.415327,0.39718,0.641406,0.487922,0.261612,0.955445,0.0,0.0
690,"00:53:26,276 --> 00:53:30,493
","If the ocean so smart, why didn't he
just take the heart back to Te Fiti itself?

",0.41708,0.121281,0.104326,0.337,0.15673,0.02001,0.287866,0.215459,0.020262,0.421299,0.0,0.928648,0.0
691,"00:53:31,109 --> 00:53:32,442
","Or bring me my hook?

",0.045556,0.782617,0.072997,0.163221,0.020174,0.868564,0.390219,0.728597,0.785647,0.374463,0.0,0.968123,0.0
692,"00:53:33,109 --> 00:53:35,818
","The ocean stride up, cookie dukes!

",0.262387,0.483583,0.097247,0.153759,0.0512,0.49472,0.293511,0.48073,0.696952,0.738297,0.0,0.0,0.0
693,"00:53:36,355 --> 00:53:38,475
","But i'm sure it's not wrong about you.

",0.178106,0.612785,0.054231,0.106775,0.101108,0.640994,0.336054,0.734182,0.31278,0.217136,0.0,0.0,0.704642
694,"00:53:39,046 --> 00:53:41,116
","You're the choosen one!

",0.370052,0.441509,0.101066,0.065141,0.091932,0.209454,0.032786,0.195944,0.294316,0.176334,0.0,0.0,0.0
695,"00:53:48,738 --> 00:53:51,286
","ThisSub100%TranscriptedBy
^~P.e.n.n.y~H.a.m.a.d.a~^

",0.639222,0.084598,0.264517,0.051764,0.037849,0.077131,0.132855,0.60118,0.442709,0.259655,0.42323,0.0,0.0
696,"00:53:56,778 --> 00:53:59,770
","The ocean choose you for a reason.

",0.083831,0.559046,0.230711,0.098194,0.091005,0.601724,0.463023,0.664796,0.755444,0.851441,0.93884,0.0,0.0
697,"00:54:00,349 --> 00:54:03,236
","If you start singing,
i'm gonna throw up.

",0.086826,0.445013,0.050826,0.114201,0.369634,0.097867,0.107331,0.557193,0.547734,0.052476,0.0,0.0,0.0
698,"00:54:03,683 --> 00:54:05,838
","So, let's sing at entrance.

",0.124718,0.768911,0.040366,0.094521,0.034287,0.087781,0.254334,0.638474,0.590447,0.346853,0.0,0.0,0.0
699,"00:54:06,040 --> 00:54:10,461
","Yes, because it only apears
after a human sacrifice.

",0.385145,0.462847,0.030557,0.091018,0.102655,0.438219,0.304707,0.441297,0.001922,0.566159,0.952933,0.0,0.0
700,"00:54:12,080 --> 00:54:15,042
","Kidding! Haha! So serious!

",0.082785,0.400876,0.118343,0.316548,0.149355,0.009842,0.135945,0.612671,0.415775,0.156309,0.0,0.0,0.986725
701,"00:54:24,494 --> 00:54:30,505
","*~ReadingSomeMagicFormula~*

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
702,"00:54:38,594 --> 00:54:41,872
","Don't worry, it's a lot far
there down than looks.

",0.681227,0.231864,0.07454,0.024532,0.048626,0.18926,0.012662,0.3681,0.077665,0.074582,0.0,0.902459,0.0
703,"00:54:48,436 --> 00:54:51,372
","I'm still falling!

",0.421441,0.439843,0.080909,0.098692,0.033015,0.177979,0.270809,0.592565,0.522293,0.102369,0.0,0.0,0.0
704,"00:54:55,578 --> 00:54:56,688
","Go!

",0.0,0.0,0.0,0.0,0.0,0.238032,0.274436,0.599485,0.543369,0.30327,0.0,0.0,0.0
705,"00:55:17,641 --> 00:55:21,046
","And he sticks the landing.
Huh?

",0.691912,0.008709,0.082857,0.263038,0.042903,0.867365,0.235469,0.496456,0.380579,0.867945,0.0,0.0,0.0
706,"00:55:22,157 --> 00:55:24,871
","What? Dumb, dumb,
she's not even here.

",0.903907,0.007264,0.017488,0.083762,0.108272,0.180553,0.132898,0.496391,0.317379,0.046528,0.0,0.991679,0.0
707,"00:55:24,919 --> 00:55:27,625
","No immortals gonna
jump into the realm of...

",0.114367,0.031751,0.678294,0.051021,0.192597,0.853231,0.052473,0.129567,0.156186,0.26211,0.0,0.0,0.0
708,"00:55:32,977 --> 00:55:33,977
","Well...

",0.0,0.0,0.0,0.0,0.0,0.254173,0.274513,0.599785,0.541871,0.320849,0.0,0.0,0.0
709,"00:55:33,986 --> 00:55:34,986
","She's dead.

",0.655393,0.034522,0.041906,0.025128,0.300225,0.271133,0.274146,0.599062,0.541136,0.210869,0.0,0.0,0.0
710,"00:55:35,691 --> 00:55:37,413
","Okay! Let's get my hook!

",0.07563,0.634973,0.205076,0.136753,0.031533,0.508101,0.418529,0.777671,0.806702,0.87289,0.0,0.0,0.0
711,"00:55:48,159 --> 00:55:49,397
","Ew... Ew... Ew...

",0.132767,0.099572,0.028629,0.012025,0.797391,0.280208,0.274434,0.599483,0.543321,0.286674,0.0,0.0,0.0
712,"00:56:38,497 --> 00:56:40,764
","Maui's fish hook.

",0.161954,0.41312,0.147211,0.063089,0.286133,0.602068,0.276416,0.605398,0.569873,0.402897,0.0,0.0,0.0
713,"00:56:40,807 --> 00:56:41,807
","Yeeeaaahhh...

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
714,"00:56:42,878 --> 00:56:46,711
","Sorry... i thought you're a monster.
What? I found your hook and...

",0.360407,0.194371,0.144523,0.127207,0.305749,0.801391,0.046655,0.975953,0.699296,0.751593,0.0,0.865388,0.0
715,"00:56:46,744 --> 00:56:48,910
","...You were right this time
i fool i really like the dis...

",0.607299,0.269308,0.021256,0.101038,0.098238,0.182663,0.626996,0.731494,0.07825,0.408765,0.802429,0.865388,0.0
716,"00:56:48,935 --> 00:56:51,886
","- Stay!
- What? No! I'm the one who...

",0.271952,0.351611,0.198987,0.191264,0.05099,0.096317,0.111707,0.36118,0.20784,0.118662,0.0,0.0,0.0
717,"00:56:51,903 --> 00:56:56,602
","Listen, for thousand years i've only
thinking to keep this hair sooky...

",0.388083,0.508697,0.058032,0.057906,0.06861,0.00182,0.010035,0.676028,0.051269,0.002709,0.908592,0.0,0.0
718,"00:56:56,641 --> 00:56:59,258
","...Getting my hook
and being awesome again.

",0.059068,0.831682,0.093984,0.056181,0.017256,0.681746,0.324916,0.850281,0.936733,0.356247,0.0,0.0,0.0
719,"00:56:59,379 --> 00:57:02,887
","And it's not getting screwed up
by immortal who has no business...

",0.399206,0.004008,0.394564,0.269252,0.101187,0.537007,0.334794,0.088066,0.314759,0.301724,0.0,0.0,0.0
720,"00:57:02,903 --> 00:57:05,666
","...Inside of a monster cave.
Except...

",0.181596,0.172523,0.35577,0.13783,0.258245,0.920613,0.096932,0.48191,0.249453,0.242552,0.973758,0.0,0.0
721,"00:57:07,602 --> 00:57:10,244
","Except...
You made us beat.

",0.057118,0.786756,0.070171,0.123822,0.037178,0.422741,0.343154,0.769813,0.608702,0.930262,0.970663,0.0,0.0
722,"00:57:12,522 --> 00:57:15,664
","Wow... shiny glittering cave.

",0.314755,0.456632,0.036303,0.058762,0.1946,0.530801,0.25929,0.594809,0.547399,0.183302,0.506763,0.0,0.0
723,"00:57:15,681 --> 00:57:19,919
","And just like me it is covered
in sparkly treasure.

",0.261997,0.61624,0.077067,0.072107,0.068564,0.986554,0.228212,0.7016,0.747428,0.17238,0.0,0.99277,0.0
724,"00:57:19,998 --> 00:57:22,324
","Sparkle... Sparkle... Sparkle...

",0.132191,0.786246,0.042236,0.051886,0.021457,0.292947,0.274434,0.599483,0.543325,0.290954,0.0,0.0,0.0
725,"00:57:22,347 --> 00:57:24,418
","- You're not sail at it!
- This is stupid!

",0.25604,0.138966,0.058522,0.431779,0.19497,0.483931,0.063529,0.437417,0.459595,0.085994,0.0,0.0,0.0
726,"00:57:24,458 --> 00:57:27,632
","- I'm just gonna walk up and get it.
- You go up there, he will kill you.

",0.275898,0.060302,0.463629,0.180478,0.141498,0.095507,0.706308,0.709705,0.277418,0.385002,0.0,0.944845,0.0
727,"00:57:27,728 --> 00:57:29,261
","Just stick to the plan.

",0.55072,0.184324,0.126794,0.164416,0.064925,0.184846,0.331284,0.159584,0.322353,0.740749,0.0,0.968123,0.0
728,"00:57:30,093 --> 00:57:32,831
","Oh, when he shows up
keep him distracted.

",0.362857,0.025143,0.385532,0.266479,0.078501,0.048499,0.178264,0.636919,0.241085,0.09245,0.0,0.0,0.0
729,"00:57:32,847 --> 00:57:36,751
","Make him talk about himself.
He loves breaking about how grave he is.

",0.542172,0.043956,0.149492,0.059319,0.284024,0.552707,0.112217,0.703413,0.436751,0.153363,0.0,0.959646,0.0
730,"00:57:36,791 --> 00:57:38,950
","You do it to us get along
as well.

",0.136326,0.60745,0.13557,0.156453,0.05028,0.042424,0.619294,0.881101,0.546957,0.890634,0.747663,0.0,0.0
731,"00:57:38,982 --> 00:57:41,315
","You're right in the top of his leg.

",0.241202,0.440389,0.15387,0.081377,0.211692,0.450876,0.251426,0.450171,0.547308,0.618372,0.0,0.0,0.0
732,"00:57:43,387 --> 00:57:44,387
","Maui?

",0.0,0.0,0.0,0.0,0.0,0.28877,0.274434,0.599483,0.543325,0.29101,0.0,0.0,0.0
733,"00:57:52,082 --> 00:57:55,929
","Hohoho...
What do have we here?

",0.483588,0.246363,0.20786,0.096145,0.027878,0.012521,0.514822,0.774237,0.228626,0.7872,0.0,0.0,0.0
734,"00:57:55,995 --> 00:57:58,765
","It's a sparkly... shinny...

",0.189459,0.472037,0.147223,0.124136,0.155604,0.604376,0.23955,0.535904,0.49102,0.186659,0.0,0.0,0.0
735,"00:57:58,844 --> 00:58:00,712
","Wait a minute...

",0.119486,0.386105,0.098745,0.385583,0.079372,0.011728,0.277166,0.590456,0.512056,0.253744,0.0,0.0,0.0
736,"00:58:01,828 --> 00:58:04,685
","It's a human!
What are you doing down here?

",0.235945,0.382249,0.115663,0.202292,0.139592,0.690133,0.640144,0.70924,0.431817,0.361088,0.0,0.0,0.0
737,"00:58:04,704 --> 00:58:06,783
","In the Realm of the Mons...

",0.363782,0.277248,0.254974,0.067536,0.123342,0.752156,0.273479,0.562079,0.513243,0.41114,0.0,0.0,0.0
738,"00:58:06,966 --> 00:58:09,387
","Just pick an eye, babe.
I can't... I can't consentrate...

",0.225969,0.378486,0.293419,0.103399,0.054621,0.001806,0.009322,0.513939,0.022371,1.1e-05,0.0,0.978371,0.0
739,"00:58:09,394 --> 00:58:12,870
","...On what i'm sayin' if you keep...
Yup! Pick one! Pick One!

",0.121452,0.47448,0.137442,0.118051,0.226981,0.402839,0.369123,0.723502,0.409257,0.635784,0.98445,0.0,0.0
740,"00:58:13,275 --> 00:58:15,529
","You're a funny looking
little thing, aren't you?

",0.307367,0.499604,0.101535,0.094457,0.066328,0.225099,0.038428,0.685252,0.66018,0.014325,0.0,0.0,0.0
741,"00:58:15,569 --> 00:58:18,132
","- Don't! That's my grandma's!
- ""That's my grandma's...""

",0.572673,0.15968,0.132659,0.186423,0.048205,0.039337,0.137217,0.598075,0.478852,0.370767,0.0,0.0,0.0
742,"00:58:18,148 --> 00:58:22,331
","I ate my grandma! And it took a weak
'cause you was absolutely human just...

",0.437699,0.070847,0.08788,0.310541,0.207384,0.3698,0.236963,0.966109,0.260072,0.129365,0.857009,0.0,0.880065
743,"00:58:22,355 --> 00:58:23,806
","Why are you here?

",0.419503,0.037125,0.235396,0.349256,0.032117,0.417316,0.43434,0.667975,0.664307,0.359173,0.0,0.0,0.0
744,"00:58:25,069 --> 00:58:26,536
","'Cause you're amazing!

",0.171174,0.733762,0.047645,0.066651,0.0333,0.253551,0.271154,0.623955,0.632381,0.192594,0.0,0.0,0.0
745,"00:58:26,717 --> 00:58:30,764
","And we immortals have heard
of a tale of the crab...

",0.276721,0.058949,0.552019,0.064988,0.119823,0.989562,0.353546,0.503189,0.207916,0.385718,0.0,0.0,0.0
746,"00:58:30,836 --> 00:58:34,209
","...Who became a legend!
And i had to know...

",0.719829,0.119947,0.028997,0.146488,0.067655,0.239439,0.059786,0.725087,0.097602,0.474935,0.908592,0.0,0.976766
747,"00:58:34,225 --> 00:58:37,709
","How... you... became... so...

",0.349492,0.462252,0.06953,0.092687,0.062026,0.054742,0.303608,0.715804,0.586254,0.332949,0.0,0.0,0.0
748,"00:58:37,757 --> 00:58:40,733
","...Crab?
Clueless...

",0.388502,0.310768,0.134116,0.147303,0.109621,0.221745,0.129789,0.603905,0.443529,0.183274,0.0,0.0,0.0
749,"00:58:40,828 --> 00:58:45,259
","Are you just trying to get me
to talk about myself?

",0.562563,0.099142,0.153708,0.157963,0.150385,0.084892,0.208185,0.848748,0.812601,0.003324,0.0,0.995939,0.0
750,"00:58:45,987 --> 00:58:47,924
","Because if you are...

",0.148132,0.468283,0.118869,0.236756,0.1414,0.557597,0.33571,0.601322,0.539813,0.412707,0.982476,0.0,0.0
751,"00:58:47,955 --> 00:58:50,138
","...I will gladly do so!

",0.303207,0.335717,0.212514,0.184587,0.019002,0.10836,0.289914,0.65348,0.408022,0.327515,0.0,0.0,0.0
752,"00:58:51,090 --> 00:58:52,646
","In song form!

",0.436672,0.491861,0.092137,0.02721,0.022805,0.281181,0.271205,0.592653,0.521363,0.204178,0.620279,0.0,0.0
753,"00:58:54,939 --> 00:58:58,518
","Well, Tamatoa hasn't always been this glam

",0.200429,0.571994,0.070324,0.222741,0.029232,0.05567,0.295185,0.603561,0.433056,0.027911,0.0,0.806517,0.0
754,"00:58:58,535 --> 00:59:01,455
","I was a drab little crab once

",0.437782,0.257732,0.177111,0.158949,0.048127,0.385622,0.069427,0.526658,0.21646,0.153096,0.0,0.0,0.0
755,"00:59:01,535 --> 00:59:04,969
","Now I know I can be happy as a clam

",0.190081,0.781556,0.00575,0.029578,0.039317,0.516041,0.511571,0.910351,0.266656,0.398203,0.687768,0.0,0.0
756,"00:59:05,075 --> 00:59:07,844
","Because I'm beautiful, baby

",0.361928,0.60775,0.027817,0.024295,0.029384,0.343324,0.282421,0.636572,0.617293,0.092589,0.920855,0.0,0.0
757,"00:59:08,114 --> 00:59:11,694
","Did your granny say
""Listen to your heart...

",0.129718,0.753455,0.061147,0.079615,0.026185,0.067485,0.21309,0.760804,0.618566,0.708261,0.0,0.0,0.0
758,"00:59:11,725 --> 00:59:14,733
","...Be who you are on the inside""?

",0.172042,0.452393,0.251377,0.118472,0.095616,0.792108,0.692051,0.658128,0.743244,0.637939,0.0,0.0,0.0
