dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
759,"00:59:14,892 --> 00:59:18,025
","I need three words to tear
her argument apart

",0.727601,0.024478,0.058643,0.138245,0.125312,0.243332,0.029899,0.66575,0.139468,0.000769,0.883404,0.0,0.0
760,"00:59:18,114 --> 00:59:20,384
","Your granny lied!
I'd rather be...

",0.430299,0.192385,0.219129,0.216545,0.039849,0.446209,0.103907,0.699889,0.432124,0.333138,0.0,0.0,0.0
761,"00:59:20,392 --> 00:59:21,622
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
762,"00:59:21,638 --> 00:59:24,558
","Like a treasure from a sunken pirate wreck

",0.496198,0.309426,0.051647,0.047453,0.17117,0.755345,0.207808,0.641409,0.717915,0.719553,0.0,0.615352,0.0
763,"00:59:24,598 --> 00:59:26,865
","Scrub the deck and make it look...

",0.22662,0.605316,0.065497,0.055949,0.109635,0.83242,0.531787,0.408449,0.8347,0.974253,0.0,0.0,0.0
764,"00:59:26,892 --> 00:59:28,210
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
765,"00:59:28,225 --> 00:59:31,161
","I will sparkle like a wealthy woman's neck

",0.461107,0.123802,0.314399,0.074704,0.100073,0.764516,0.134031,0.529551,0.431905,0.135448,0.0,0.615352,0.0
766,"00:59:31,432 --> 00:59:32,432
","Just a sec!

",0.435385,0.416784,0.059667,0.118029,0.041811,0.245069,0.295299,0.592497,0.600764,0.589866,0.417844,0.994446,0.0
767,"00:59:32,487 --> 00:59:34,011
","Don't you know

",0.30494,0.203544,0.308464,0.206327,0.055101,0.1347,0.333173,0.564224,0.504184,0.362132,0.0,0.946222,0.0
768,"00:59:34,027 --> 00:59:35,574
","Fish are dumb, dumb, dumb

",0.905895,0.0326,0.023976,0.039994,0.094122,0.370378,0.274905,0.597406,0.542469,0.275364,0.999658,0.0,0.0
769,"00:59:35,598 --> 00:59:37,798
","They chase anything that glitters

",0.525744,0.157992,0.085896,0.060264,0.233375,0.80376,0.347838,0.584069,0.521708,0.570806,0.0,0.822231,0.0
770,"00:59:38,312 --> 00:59:39,312
","Beginners!

",0.0,0.0,0.0,0.0,0.0,0.288931,0.274434,0.599483,0.543325,0.29099,0.0,0.0,0.0
771,"00:59:39,733 --> 00:59:42,177
","Oh, and here they come, come, come

",0.123759,0.603248,0.167867,0.120067,0.042959,0.321333,0.339551,0.680678,0.575297,0.259392,0.0,0.0,0.0
772,"00:59:42,201 --> 00:59:44,582
","To the brightest thing that glitters

",0.092803,0.746887,0.062613,0.066057,0.079573,0.594326,0.305266,0.524241,0.537201,0.54288,0.0,0.0,0.0
773,"00:59:44,607 --> 00:59:45,820
","Mmm, fish dinners

",0.11512,0.523395,0.045056,0.03704,0.338566,0.297516,0.274492,0.599492,0.543866,0.305431,0.0,0.0,0.0
774,"00:59:45,828 --> 00:59:48,576
","I just love free food

",0.816141,0.125639,0.030157,0.048877,0.023216,0.379095,0.389255,0.709624,0.661107,0.489955,0.0,0.968123,0.0
775,"00:59:48,615 --> 00:59:51,964
","And you look like seafood

",0.224492,0.331617,0.152919,0.245935,0.096677,0.871029,0.476248,0.74503,0.87291,0.59837,0.0,0.822231,0.0
776,"00:59:51,980 --> 00:59:52,837
","No!

",0.0,0.0,0.0,0.0,0.0,0.286025,0.274434,0.599483,0.543325,0.291319,0.0,0.0,0.0
777,"00:59:52,846 --> 00:59:54,901
","Hey! Crab cake!

",0.39626,0.427163,0.067709,0.107191,0.061437,0.300234,0.274509,0.599652,0.544456,0.32631,0.0,0.0,0.0
778,"00:59:58,401 --> 01:00:00,599
","I'm back! Mmuah!

",0.459801,0.39672,0.092159,0.101108,0.012132,0.214016,0.125747,0.580872,0.415285,0.010823,0.0,0.0,0.0
779,"01:00:01,282 --> 01:00:03,432
","It's Maui time!

",0.224289,0.582553,0.08256,0.125231,0.04192,0.119683,0.286304,0.595553,0.554295,0.499565,0.0,0.0,0.0
780,"01:00:05,988 --> 01:00:07,639
","What do you say, little buddy?

",0.460516,0.373509,0.129757,0.022569,0.065977,0.080623,0.487757,0.782534,0.696834,0.705054,0.0,0.0,0.0
781,"01:00:08,250 --> 01:00:10,139
","Giant hawk? Comin' up!

",0.173897,0.336219,0.356014,0.110621,0.098463,0.428075,0.12513,0.582221,0.476582,0.368565,0.0,0.0,0.0
782,"01:00:16,612 --> 01:00:17,079
","^^~WAIT! THAT'S KRISTOFF!~^^
(from Frozen)

",0.161706,0.276752,0.249525,0.271719,0.137022,0.183193,0.157399,0.597669,0.271708,0.068629,0.0,0.0,0.0
783,"01:00:22,080 --> 01:00:27,135
","Well, well, well,
Little Maui having a trouble with his look.

",0.368392,0.494108,0.087081,0.076181,0.041204,0.337728,0.115835,0.927923,0.661796,0.481273,0.0,0.0,0.0
784,"01:00:27,390 --> 01:00:29,390
","You little semi-demi-mini-god

",0.05335,0.572223,0.262646,0.061872,0.085398,0.031285,0.232478,0.549013,0.480864,0.049962,0.0,0.0,0.0
785,"01:00:29,977 --> 01:00:32,366
","Ouch! What a terrible performance

",0.670974,0.081185,0.019621,0.166092,0.161279,0.085614,0.173838,0.567338,0.556112,0.108876,0.0,0.0,0.0
786,"01:00:32,374 --> 01:00:33,906
","Get the hook
Get it?

",0.183596,0.621041,0.08761,0.061738,0.116766,0.571257,0.235115,0.611213,0.522957,0.893367,0.995825,0.0,0.0
787,"01:00:33,938 --> 01:00:36,850
","You don't swing it like you used to, man

",0.668058,0.0591,0.105552,0.105586,0.178994,0.14354,0.745575,0.646502,0.719987,0.824235,0.094752,0.5538,0.0
788,"01:00:37,239 --> 01:00:40,455
","Yet I have to give you credit for my start

",0.252833,0.159295,0.157282,0.423202,0.108386,0.038187,0.87302,0.773861,0.250769,0.793367,0.0,0.0,0.80026
789,"01:00:40,477 --> 01:00:43,612
","And your tattoos on the outside

",0.17567,0.484731,0.269959,0.08475,0.082771,0.449907,0.235342,0.349647,0.734753,0.333274,0.0,0.0,0.0
790,"01:00:43,676 --> 01:00:46,997
","For just like you I made myself
a work of art

",0.217676,0.723736,0.028835,0.060514,0.028137,0.83434,0.61469,0.817457,0.123183,0.259947,0.0,0.990508,0.0
791,"01:00:47,104 --> 01:00:49,175
","I'll never hide
I can't, I'm too...

",0.403491,0.104748,0.508723,0.066243,0.033362,0.006993,0.116878,0.529475,0.067091,0.005794,0.0,0.0,0.962182
792,"01:00:49,200 --> 01:00:50,414
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
793,"01:00:50,446 --> 01:00:53,438
","Watch me dazzle like a diamond in the rough

",0.225258,0.12428,0.602167,0.055696,0.065546,0.867907,0.114005,0.483961,0.694042,0.107774,0.0,0.5538,0.0
794,"01:00:53,470 --> 01:00:55,739
","Strut my stuff
My stuff is so...

",0.407736,0.243794,0.074739,0.282348,0.046751,0.312332,0.16316,0.5452,0.679476,0.015868,0.0,0.0,0.0
795,"01:00:55,763 --> 01:00:57,101
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
796,"01:00:57,149 --> 01:00:59,879
","Send your armies but
they'll never be enough

",0.711799,0.057567,0.150035,0.080388,0.077342,0.260042,0.238647,0.664101,0.161072,0.274631,0.0,0.0,0.952663
797,"01:00:59,911 --> 01:01:01,363
","My shell's too tough

",0.539993,0.121349,0.163327,0.228804,0.032479,0.239457,0.328239,0.609573,0.637226,0.478502,0.0,0.0,0.0
798,"01:01:01,395 --> 01:01:04,506
","Maui man, you could try, try, try

",0.481254,0.072569,0.211501,0.147808,0.155118,0.188883,0.328995,0.642575,0.590684,0.680218,0.0,0.995754,0.0
799,"01:01:04,538 --> 01:01:06,807
","But you can't expect a demi-god

",0.673214,0.080527,0.098453,0.082221,0.1154,0.002989,0.109788,0.443378,0.082888,0.020485,0.842108,0.0,0.0
800,"01:01:06,831 --> 01:01:09,173
","To beat a decapod
Give it up

",0.371323,0.142236,0.200381,0.148458,0.215307,0.03962,0.066877,0.477392,0.1954,0.634041,0.0,0.0,0.0
801,"01:01:09,204 --> 01:01:11,125
","You will die, die, die

",0.879843,0.034733,0.126593,0.022927,0.02429,0.290342,0.274434,0.599482,0.543287,0.287903,0.0,0.0,0.0
802,"01:01:11,173 --> 01:01:13,521
","Now it's time for me to take apart

",0.440717,0.254988,0.237703,0.091462,0.077514,0.008362,0.651157,0.491323,0.278298,0.135366,0.0,0.0,0.0
803,"01:01:13,593 --> 01:01:15,293
","Your aching heart

",0.439546,0.421124,0.097334,0.045214,0.011548,0.227242,0.274433,0.599526,0.542121,0.206631,0.0,0.0,0.0
804,"01:01:15,453 --> 01:01:20,460
","Far from the ones who abandoned you

",0.301267,0.164552,0.321521,0.168075,0.123152,0.578444,0.42259,0.735849,0.309296,0.40685,0.0,0.0,0.0
805,"01:01:20,492 --> 01:01:25,090
","Chasing the love of these humans

",0.258666,0.420659,0.234074,0.061113,0.100967,0.727046,0.301048,0.558338,0.459902,0.191204,0.0,0.0,0.0
806,"01:01:25,098 --> 01:01:28,154
","Who made you feel wanted

",0.9,0.0,0.0,0.0,0.0,0.158488,0.299834,0.798662,0.386268,0.185163,0.0,0.822231,0.0
807,"01:01:28,201 --> 01:01:31,082
","You tried to be tough

",0.599917,0.10903,0.144024,0.211778,0.041615,0.160618,0.515796,0.783301,0.429854,0.760089,0.0,0.968123,0.0
808,"01:01:31,146 --> 01:01:35,222
","But your armour's just not hard enough

",0.468483,0.109185,0.170054,0.219187,0.103767,0.277522,0.068491,0.17245,0.061181,0.064911,0.0,0.91961,0.0
809,"01:01:35,238 --> 01:01:36,461
","Maui

",0.0,0.0,0.0,0.0,0.0,0.28877,0.274434,0.599483,0.543325,0.29101,0.0,0.0,0.0
810,"01:01:36,492 --> 01:01:38,426
","Now it's time to kick your...

",0.188896,0.293183,0.216038,0.319666,0.067512,0.014166,0.647421,0.36297,0.47546,0.875106,0.182902,0.0,0.0
811,"01:01:38,476 --> 01:01:39,778
","Hiney

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
812,"01:01:39,794 --> 01:01:41,646
","Ever seen someone so...

",0.389523,0.350443,0.042962,0.122106,0.176011,0.00539,0.145886,0.638496,0.456072,0.00279,0.0,0.88939,0.0
813,"01:01:41,678 --> 01:01:43,004
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
814,"01:01:43,043 --> 01:01:46,162
","Soak it in 'cause it's the last
you'll ever see

",0.525854,0.124498,0.171428,0.07679,0.176523,0.01628,0.262476,0.682911,0.097174,0.443455,0.857009,0.0,0.932568
815,"01:01:46,186 --> 01:01:47,884
","C'est la vie mon ami

",0.142843,0.68768,0.097358,0.049924,0.085141,0.28359,0.274435,0.599483,0.543342,0.285974,0.0,0.0,0.0
816,"01:01:47,900 --> 01:01:49,607
","I'm so shinny

",0.470011,0.482086,0.022252,0.109833,0.038622,0.074278,0.243518,0.577404,0.499516,0.005386,0.0,0.0,0.0
817,"01:01:49,623 --> 01:01:52,844
","Now I'll eat you
So prepare your final plea

",0.563082,0.160862,0.178907,0.056629,0.113043,0.046179,0.726612,0.83403,0.180642,0.388922,0.0,0.0,0.0
818,"01:01:52,869 --> 01:01:54,750
","Just for me

",0.225639,0.638776,0.107364,0.073772,0.01219,0.407458,0.373734,0.607204,0.650737,0.156375,0.0,0.994446,0.0
819,"01:01:54,773 --> 01:01:56,573
","You'll never be quite as...

",0.494505,0.260068,0.159166,0.081674,0.081457,0.216597,0.261191,0.629314,0.468191,0.159426,0.882284,0.0,0.0
820,"01:01:56,575 --> 01:01:58,107
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
821,"01:01:58,138 --> 01:02:00,154
","You wish you were nice and...

",0.142076,0.741666,0.053542,0.054948,0.043249,0.375968,0.504715,0.83986,0.79368,0.761258,0.0,0.0,0.0
822,"01:02:00,186 --> 01:02:04,686
","Shiny

",0.0,0.0,0.0,0.0,0.0,0.29114,0.274434,0.599483,0.543325,0.290957,0.0,0.0,0.0
823,"01:02:04,726 --> 01:02:06,162
","- Hey!
- Huh?

",0.738123,0.053388,0.061624,0.190769,0.024723,0.183986,0.129895,0.603926,0.443533,0.257388,0.0,0.0,0.0
824,"01:02:06,488 --> 01:02:08,688
","I've got something shinny for ya!

",0.272423,0.571005,0.066118,0.087117,0.07261,0.02204,0.269117,0.47883,0.262094,0.114244,0.0,0.946222,0.0
825,"01:02:10,384 --> 01:02:15,082
","The Heart of Te Fiti.
You can't run from me!

",0.162601,0.351145,0.318976,0.204838,0.035393,0.061462,0.389345,0.607837,0.407098,0.103051,0.0,0.0,0.0
826,"01:02:15,345 --> 01:02:17,945
","Oh, you can't.
You can't suprising me!

",0.421317,0.262705,0.242478,0.143296,0.020235,0.000927,0.266924,0.594931,0.403107,0.001944,0.0,0.0,0.0
827,"01:02:19,805 --> 01:02:22,709
","There's only so far you can get
on those two little legs.

",0.583709,0.235275,0.106256,0.083799,0.091077,0.01849,0.156305,0.611397,0.179067,0.021482,0.962247,0.0,0.0
828,"01:02:26,964 --> 01:02:30,371
","The power of creation
for the frustation!

",0.08869,0.375528,0.460367,0.071082,0.085587,0.678521,0.233956,0.50029,0.415199,0.796751,0.0,0.0,0.0
829,"01:02:30,776 --> 01:02:32,509
","Where is it?
Where is it?

",0.531812,0.115228,0.137634,0.197764,0.077954,0.743962,0.167088,0.56873,0.33743,0.510421,0.0,0.0,0.0
830,"01:02:32,998 --> 01:02:34,553
","We gotta go!

",0.593199,0.197151,0.183559,0.080357,0.008446,0.135662,0.28993,0.600825,0.53756,0.565771,0.0,0.0,0.0
831,"01:02:34,839 --> 01:02:37,466
","- What about the heart?
- He can have it.

",0.297915,0.369267,0.099935,0.244684,0.09005,0.557067,0.423638,0.644282,0.011737,0.407937,0.0,0.936899,0.0
832,"01:02:37,553 --> 01:02:38,911
","I've got a better one.

",0.140302,0.79409,0.071574,0.066786,0.016152,0.009296,0.118427,0.345451,0.072295,0.114335,0.0,0.0,0.0
833,"01:02:40,315 --> 01:02:41,640
","Yes! I have the...

",0.216325,0.583329,0.108482,0.073212,0.089009,0.472171,0.530794,0.709277,0.208297,0.723862,0.0,0.0,0.0
834,"01:02:41,863 --> 01:02:43,101
","Wait a minute... Argh!

",0.120767,0.378178,0.108522,0.382708,0.073775,6.5e-05,0.264143,0.549511,0.434661,0.022993,0.0,0.0,0.0
835,"01:02:43,165 --> 01:02:47,402
","I see she's takin' a bonicle
and she's covered it biolumination-elgy.

",0.655336,0.199091,0.083999,0.039214,0.139257,0.579612,0.004476,0.650706,0.434642,0.001289,0.0,0.0,0.0
836,"01:02:47,442 --> 01:02:48,823
","Has a division!

",0.232496,0.328732,0.306277,0.182002,0.040755,0.459117,0.284169,0.583029,0.5641,0.438145,0.417844,0.0,0.0
837,"01:02:51,531 --> 01:02:52,531
","Come back here!

",0.164124,0.665089,0.11926,0.104295,0.010576,0.336641,0.279322,0.604835,0.549969,0.274689,0.0,0.0,0.0
838,"01:02:59,293 --> 01:03:01,155
","Hey! Heeey!

",0.429409,0.409176,0.075111,0.095716,0.050085,0.291324,0.274435,0.599483,0.543342,0.29576,0.0,0.0,0.0
839,"01:03:01,401 --> 01:03:03,361
","Did you like the song?

",0.404966,0.316501,0.238012,0.047315,0.048154,0.372435,0.344777,0.572515,0.387918,0.826394,0.0,0.822231,0.0
840,"01:03:10,694 --> 01:03:13,590
","We're alive!
We're ali.... huh?

",0.280466,0.572251,0.063226,0.084467,0.034699,0.274867,0.132473,0.630606,0.400504,0.243748,0.0,0.0,0.995186
841,"01:03:15,186 --> 01:03:19,096
","Listen, i appreciate
what you did down there...

",0.095349,0.843106,0.049496,0.043058,0.023708,0.436464,0.379317,0.88652,0.505319,0.783656,0.908592,0.0,0.0
842,"01:03:19,392 --> 01:03:20,844
","- ...Took guts...
- Mmhmm.

",0.040057,0.342748,0.495812,0.045638,0.186184,0.505439,0.131874,0.607528,0.416947,0.319219,0.0,0.0,0.0
843,"01:03:20,860 --> 01:03:24,519
","But, uh... I'm sorry i'm tryin'
be some seer for once...

",0.589055,0.04368,0.07654,0.297955,0.052693,0.294943,0.107999,0.629848,0.261496,0.049993,0.0,0.884138,0.0
844,"01:03:24,559 --> 01:03:28,538
","- ...And it feels like you're distracted.
- No! No! No way!

",0.588192,0.232501,0.104381,0.066236,0.076902,0.019199,0.117454,0.45524,0.349782,0.082542,0.0,0.978371,0.0
845,"01:03:28,567 --> 01:03:31,289
","Really? 'Cause you lookin' at me
like i have a... huh...

",0.52686,0.015444,0.236127,0.30877,0.043618,0.303864,0.486772,0.91641,0.476614,0.09955,0.962247,0.884138,0.0
846,"01:03:33,869 --> 01:03:34,869
","Shark head.

",0.362072,0.14581,0.244503,0.172426,0.178817,0.317095,0.274391,0.599362,0.54396,0.2899,0.0,0.0,0.0
847,"01:03:36,698 --> 01:03:40,312
","- Do you have a shark head? 'Coz you...
- Look, the point is...

",0.329005,0.143391,0.221172,0.208352,0.203794,0.248521,0.244831,0.415306,0.711878,0.779759,0.0,0.0,0.0
848,"01:03:40,381 --> 01:03:43,285
","...For a little girl... child...
thing whatever...

",0.155104,0.661276,0.018933,0.048813,0.176417,0.570142,0.048603,0.703535,0.562956,0.176412,0.0,0.0,0.0
849,"01:03:43,325 --> 01:03:46,008
","Who had no business being down there...

",0.723511,0.052437,0.117752,0.103543,0.098868,0.571777,0.437634,0.564302,0.928462,0.644042,0.0,0.0,0.0
850,"01:03:46,159 --> 01:03:47,425
","You did me a solid.

",0.104733,0.748694,0.10599,0.105475,0.015754,0.580319,0.547212,0.74787,0.871042,0.783264,0.0,0.0,0.0
851,"01:03:47,889 --> 01:03:49,896
","But you also almost died.

",0.826204,0.056533,0.078886,0.038002,0.057063,0.456788,0.245264,0.795923,0.258311,0.236727,0.0,0.968123,0.0
852,"01:03:50,016 --> 01:03:54,571
","And i couldn't even beat the dumb crab.
So chances of beating Te Ka...

",0.774898,0.067039,0.099775,0.075969,0.047991,0.003994,0.026373,0.235086,0.336488,0.142613,0.0,0.952443,0.0
853,"01:03:56,087 --> 01:03:59,224
","We'll never make it to Te Fiti.
This mission is cursed.

",0.457045,0.094686,0.153525,0.222734,0.133088,0.055374,0.517318,0.576729,0.319361,0.649277,0.0,0.0,0.922197
854,"01:03:59,341 --> 01:04:01,065
","It's not cursed.

",0.41538,0.355201,0.160117,0.07518,0.042123,0.354848,0.26068,0.557126,0.412317,0.202972,0.0,0.0,0.0
855,"01:04:01,254 --> 01:04:05,171
","- Sharkhead.
- It is not cursed.

",0.317573,0.480613,0.125364,0.091792,0.029037,0.690784,0.050694,0.198051,0.09458,0.054046,0.0,0.0,0.0
856,"01:04:19,518 --> 01:04:20,518
","Cursed.

",0.9,0.0,0.9,0.9,0.9,0.289781,0.274434,0.599483,0.543324,0.290337,0.0,0.0,0.0
857,"01:04:24,862 --> 01:04:28,886
","What can i say except,
""We're dead soon...""

",0.40906,0.336994,0.105768,0.106753,0.109344,0.199474,0.251738,0.820276,0.002365,0.252228,0.0,0.0,0.0
858,"01:04:29,041 --> 01:04:31,055
","We're dead soon...

",0.353948,0.447527,0.119816,0.051732,0.094329,0.206514,0.278847,0.606257,0.491649,0.212188,0.0,0.0,0.0
859,"01:04:31,545 --> 01:04:33,560
","Can you at least... try?

",0.349088,0.112514,0.016182,0.258299,0.377491,0.294839,0.372563,0.731929,0.500292,0.694358,0.0,0.968123,0.0
860,"01:04:35,823 --> 01:04:37,774
","Giant hawk!

",0.116236,0.426061,0.384483,0.068067,0.090744,0.323104,0.274438,0.599469,0.543507,0.307988,0.0,0.0,0.0
861,"01:04:40,561 --> 01:04:43,529
","Hey! It's okay! It's okay!
We're dead soon...

",0.259365,0.501621,0.099028,0.083354,0.114749,0.193648,0.168816,0.65149,0.336667,0.377205,0.0,0.0,0.0
862,"01:04:43,545 --> 01:04:46,339
","Alright, break time's over.
Get up!

",0.645444,0.157178,0.041752,0.158772,0.064253,0.021494,0.173687,0.62686,0.493415,0.180836,0.0,0.0,0.0
863,"01:04:46,688 --> 01:04:48,958
","Why? You gonna get me a speech?

",0.168728,0.029206,0.482943,0.230996,0.213952,0.06051,0.32749,0.823974,0.797457,0.086102,0.0,0.0,0.0
864,"01:04:49,267 --> 01:04:53,220
","Tell me i could beat Te Ka
'coz i'm... Maui?

",0.200487,0.278333,0.269885,0.265033,0.081486,0.003818,0.208619,0.734499,0.559999,0.123492,0.0,0.978371,0.0
865,"01:04:54,236 --> 01:04:56,124
","Take a high, tiny.

",0.166394,0.413428,0.321331,0.057401,0.109309,0.235895,0.246794,0.56453,0.532871,0.547905,0.0,0.0,0.0
866,"01:05:01,760 --> 01:05:04,716
","How do you get your tatoos?

",0.335115,0.062064,0.298301,0.241783,0.174796,0.00885,0.706413,0.621139,0.879943,0.844297,0.0,0.0,0.0
867,"01:05:04,871 --> 01:05:07,292
","They showed up,
When i earn 'em.

",0.382781,0.012723,0.178796,0.394731,0.159244,0.058063,0.192718,0.604804,0.349158,0.710098,0.0,0.0,0.0
868,"01:05:08,006 --> 01:05:10,672
","How do you earn that one?
What's that for?

",0.414993,0.036363,0.165161,0.165161,0.317525,0.045332,0.522456,0.723122,0.590276,0.985028,0.0,0.0,0.0
869,"01:05:10,966 --> 01:05:14,212
","That's uhh... Men's discovery of Nania.

",0.340204,0.069451,0.247227,0.066018,0.379292,0.888465,0.333508,0.677854,0.624281,0.398914,0.0,0.75152,0.0
870,"01:05:14,609 --> 01:05:17,427
","- What's Nania?
- None of your business.

",0.316889,0.225469,0.373036,0.089178,0.094665,0.539421,0.174722,0.512734,0.798515,0.440282,0.0,0.0,0.0
871,"01:05:18,530 --> 01:05:20,268
","I'll just keep asking.

",0.334308,0.439722,0.134218,0.124245,0.041631,0.376692,0.327715,0.657311,0.527912,0.207963,0.0,0.984352,0.0
872,"01:05:22,511 --> 01:05:23,741
","What's it for?

",0.271814,0.316208,0.150852,0.165794,0.185971,0.206817,0.326557,0.586575,0.604922,0.713968,0.0,0.0,0.0
873,"01:05:24,082 --> 01:05:25,949
","You need to stop doing that.

",0.192125,0.196905,0.364652,0.171361,0.175519,0.15603,0.738938,0.772389,0.666571,0.425521,0.0,0.0,0.0
874,"01:05:30,563 --> 01:05:32,317
","- Back off!
- Just tell me what it is!

",0.14804,0.137727,0.163182,0.482137,0.153754,0.501968,0.762708,0.695282,0.603112,0.157823,0.0,0.987926,0.0
875,"01:05:32,325 --> 01:05:35,761
","- I said back off!
- Is it why your hook's not working?

",0.502319,0.091899,0.065753,0.340302,0.068821,0.603356,0.690437,0.369403,0.184432,0.709036,0.0,0.0,0.0
876,"01:05:52,034 --> 01:05:53,486
","You don't wanna talk...

",0.689616,0.171462,0.068278,0.112329,0.028999,0.115349,0.305963,0.555478,0.511965,0.135079,0.0,0.0,0.0
877,"01:05:53,589 --> 01:05:54,589
","Don't talk.

",0.434672,0.201239,0.215866,0.162605,0.068138,0.18118,0.274801,0.59688,0.539074,0.211041,0.0,0.0,0.0
878,"01:05:55,153 --> 01:05:57,288
","You wanna throw me off the boat...

",0.306541,0.049625,0.150754,0.43826,0.143344,0.381885,0.409296,0.621204,0.875135,0.563135,0.0,0.0,0.0
879,"01:05:57,502 --> 01:05:58,732
","Throw me off.

",0.064488,0.035394,0.054165,0.808835,0.107988,0.312178,0.277334,0.594552,0.561618,0.215905,0.0,0.0,0.0
880,"01:05:59,399 --> 01:06:02,732
","You wanna tell me,
i don't know what i'm doing...

",0.417813,0.123078,0.1688,0.303272,0.067666,0.063121,0.383503,0.580128,0.214322,0.015274,0.0,0.0,0.0
